year,date,scientific_name,common_name,latitude,longitude,month
2022.0,2022-03-02,Pethia stoliczkana,Tic-tac-toe Barb,18.7439262589,101.0072496418,
2022.0,2022-03-02,Oreochromis niloticus,Nile Tilapia,18.7439262589,101.0072496418,
2022.0,2022-03-02,Xenentodon canciloides,Indochinese Needlefish,18.7439262589,101.0072496418,
2022.0,2022-03-02,Cyprinus rubrofuscus,Amur Carp,15.2075116667,101.757125,
2022.0,2022-02-28,Betta splendens,Siamese Fighting Fish,15.6273464939,101.4999126311,
2022.0,2022-02-26,Platax orbicularis,Round Batfish,7.8884774,98.3665766,
2022.0,2022-02-26,Amphiprion ocellaris,Ocellaris Anemonefish,7.8884774,98.3665766,
2022.0,2022-02-26,Sphyraena,Barracudas,7.9122969484,98.4116549582,
2022.0,2022-02-25,Pterygoplichthys,Sailfin Catfishes,13.7386304786,100.5301621556,
2022.0,2022-02-25,Neolissochilus hendersoni,,6.6545601237,99.7035169316,
2022.0,2022-02-25,Toxotes chatareus,Spotted Archerfish,13.8496393621,100.4816962715,
2022.0,2022-02-25,Osphronemus goramy,Giant Gourami,13.8496393621,100.4816962715,
2022.0,2022-02-25,Osphronemus goramy,Giant Gourami,13.8496393621,100.4816962715,
2022.0,2022-02-25,Clarias,,13.8496393621,100.4816962715,
2022.0,2022-02-24,Oryzias minutillus,Dwarf Medaka,5.7998504287,102.7474342317,
2022.0,2022-02-24,Oreochromis mossambicus,Mozambique Tilapia,7.1462038878,100.5592720851,
2022.0,2022-02-24,Zenarchopterus buffonis,Northern River Garfish,7.1468973069,100.5596293399,
2022.0,2022-02-22,Hippocampus comes,Tiger Tail Seahorse,7.9610549131,98.7498014309,
2022.0,2022-02-22,Sphyraena jello,Pickhandle Barracuda,11.9869489157,102.2974954918,
2022.0,2022-02-21,Lagocephalus,Pelagic Pufferfishes,9.8244732849,98.4683474153,
2022.0,2022-02-21,Poeciliidae,Livebearers and Lampeyes,15.3056666667,101.5650116667,
2022.0,2022-02-21,Rasbora myersi,,5.6956542814,102.6489619796,
2022.0,2022-02-21,Trichopsis vittata,Croaking Gourami,5.6867042313,102.6954033651,
2022.0,2022-02-21,Rasbora paviana,Sidestripe rasbora,5.7759189911,102.7364986487,
2022.0,2022-02-21,Lepidocephalichthys tomaculum,,5.602561475,102.7852942518,
2022.0,2022-02-21,Oryzias minutillus,Dwarf Medaka,5.6105831169,102.7313791389,
2022.0,2022-02-21,Trichopsis vittata,Croaking Gourami,5.7890722406,102.6624629067,
2022.0,2022-02-21,Rasbora trilineata,Scissortail Rasbora,5.6063043662,102.7019243701,
2022.0,2022-02-21,Desmopuntius johorensis,Zebra Barb,5.7592514031,102.724692038,
2022.0,2022-02-21,Osteochilus vittatus,Hard-lipped Barb,5.7402890052,102.736343582,
2022.0,2022-02-21,Lepidocephalichthys furcatus,,5.7783365842,102.7756498439,
2022.0,2022-02-21,Lepidocephalichthys hasselti,,5.6056815401,102.7454911191,
2022.0,2022-02-21,Dermogenys collettei,Pygmy Halfbeak,5.6293866205,102.6344841675,
2022.0,2022-02-21,Osteochilus spilurus,,5.7882687637,102.6676683084,
2022.0,2022-02-21,Trichopodus leerii,Pearl Gourami,5.6668507333,102.6067281607,
2022.0,2022-02-21,Rasbora borapetensis,Red-tailed Rasbora,5.7051254128,102.6829101377,
2022.0,2022-02-21,Puntigrus partipentazona,Partipentazona Barb,5.6295466939,102.7775943184,
2022.0,2022-02-21,Trigonopoma pauciperforatum,Red-striped Rasbora,5.6118565253,102.6089626658,
2022.0,2022-02-21,Ompok siluroides,,5.6826923485,102.7282114999,
2022.0,2022-02-21,Puntigrus partipentazona,Partipentazona Barb,5.6704013594,102.6459938764,
2022.0,2022-02-21,Aplocheilus armatus,Whitespot,5.7432770552,102.6926006165,
2022.0,2022-02-21,Rasbora paviana,Sidestripe rasbora,5.6120114781,102.7521675753,
2022.0,2022-02-21,Trichopodus trichopterus,Three Spot Gourami,5.6778672375,102.7054721332,
2022.0,2022-02-20,Scolopsis bilineata,Bridled Monocle Bream,5.790111008,102.9036643155,
2022.0,2022-02-20,Toxotes chatareus,Spotted Archerfish,14.3830601369,100.4127982068,
2022.0,2022-02-20,Pentapodus setosus,Butterfly whiptail,12.9649845317,100.8838436007,
2022.0,2022-02-19,Barbonymus altus,Red-tailed Tinfoil Barb,14.1164975286,100.5429858092,
2022.0,2022-02-19,Rasbora dusonensis,,14.1164975286,100.5429858092,
2022.0,2022-02-19,Toxotes chatareus,Spotted Archerfish,14.1164975286,100.5429858092,
2022.0,2022-02-19,Osphronemus goramy,Giant Gourami,14.1164975286,100.5429858092,
2022.0,2022-02-19,Toxotes chatareus,Spotted Archerfish,14.1164975286,100.5429858092,
2022.0,2022-02-19,Hippocampus spinosissimus,Queensland Seahorse,12.5517696442,100.8000804801,
2022.0,2022-02-19,Syngnathinae,Tail-brooding Pipefishes,12.564404473,100.9429145557,
2022.0,2022-02-19,Hippocampus kuda,Common Seahorse,12.515171307,100.979552183,
2022.0,2022-02-19,Channa micropeltes,Giant Snakehead,7.0417177897,100.505020716,
2022.0,2022-02-18,Ostraciidae,Boxfishes,12.0621572785,102.286817953,
2022.0,2022-02-18,Canthidermis maculata,Spotted Oceanic Triggerfish,12.065568,102.2838629722,
2022.0,2022-02-18,Hippocampus kuda,Common Seahorse,12.5745508723,101.649855985,
2022.0,2022-02-17,Gymnothorax thyrsoideus,White-eyed Moray,9.435075,97.85855,
2022.0,2022-02-17,Stegastes lacrymatus,Jewel Damsel,5.790111008,102.9036643155,
2022.0,2022-02-17,Chaetodon octofasciatus,Eightband Butterflyfish,5.790111008,102.9036643155,
2022.0,2022-02-17,Dascyllus trimaculatus,Three-spot Dascyllus,5.790111008,102.9036643155,
2022.0,2022-02-17,Pomacentrus chrysurus,Whitetail Damsel,5.790111008,102.9036643155,
2022.0,2022-02-17,Coradion chrysozonus,Orangebanded Coralfish,5.790111008,102.9036643155,
2022.0,2022-02-17,Strongylura strongylura,Blackspot Longtom,13.4735038011,100.8719813077,
2022.0,2022-02-17,Mugilidae,Mullets,13.4735038011,100.8719813077,
2022.0,2022-02-17,Periophthalmus chrysospilos,Gold-spotted Mudskipper,13.4735038011,100.8719813077,
2022.0,2022-02-16,Cyprinus rubrofuscus,Amur Carp,19.5652366667,98.2791833333,
2022.0,2022-02-16,Barbonymus gonionotus,Java Barb,15.3432716667,104.098275,
2022.0,2022-02-15,Gambusia,Mosquitofishes,19.4982623881,97.9089345918,
2022.0,2022-02-15,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.7669129011,98.3030514122,
2022.0,2022-02-15,Brachirus harmandi,Harmand's Sole,17.7086116667,104.1816716667,
2022.0,2022-02-15,Toxotes,Archerfishes,17.7086083333,104.1816116667,
2022.0,2022-02-14,Poecilia sphenops,Common Molly,17.3637459373,102.9776108265,
2022.0,2022-02-14,Pterois miles,Indian Lionfish,7.7411347087,98.7730258635,
2022.0,2022-02-14,Scomberoides commersonnianus,Giant Queenfish,12.05613583,102.29228028,
2022.0,2022-02-14,Pethia stoliczkana,Tic-tac-toe Barb,19.3075083333,97.9616166667,
2022.0,2022-02-14,Istiophorus platypterus,Sailfish,12.0718915186,102.2810046085,
2022.0,2022-02-13,Trichopsis vittata,Croaking Gourami,19.382705,97.9535966667,
2022.0,2022-02-12,Oreoglanis siamensis,Siamese Bat Catfish,18.5302565447,98.4650715963,
2022.0,2022-02-12,Schistura spilota,,18.7105532105,98.3147935084,
2022.0,2022-02-12,Actinopterygii,Ray-finned Fishes,12.056169,102.292286,
2022.0,2022-02-12,Oreoglanis siamensis,Siamese Bat Catfish,18.4153941056,98.5653764214,
2022.0,2022-02-10,Inimicus didactylus,Devil Stinger,7.8228122101,98.290961427,
2022.0,2022-02-10,Aluterus scriptus,Scrawled Filefish,6.4898441596,99.3332764289,
2022.0,2022-02-10,Amblyglyphidodon aureus,Golden Damselfish,6.4894115077,99.333605282,
2022.0,2022-02-10,Pterois miles,Indian Lionfish,6.4898322891,99.3334046973,
2022.0,2022-02-10,Lethrinus lentjan,Redspot Emperor,6.4897316295,99.33353908,
2022.0,2022-02-10,Synanceia verrucosa,Reef Stonefish,7.6383963632,98.8288136736,
2022.0,2022-02-10,Chaetodon lunula,Raccoon Butterflyfish,7.2194525896,99.0791964708,
2022.0,2022-02-10,Chaetodon vagabundus,Vagabond Butterflyfish,7.222077721,99.0822830337,
2022.0,2022-02-10,Amphiprion ocellaris,Ocellaris Anemonefish,6.5304432308,99.1773646192,
2022.0,2022-02-10,Scolopsis affinis,Pale Monocle Bream,6.5313880006,99.1772056416,
2022.0,2022-02-10,Halichoeres scapularis,Zigzag Wrasse,6.5319863404,99.1769543283,
2022.0,2022-02-10,Scolopsis margaritifera,Pearly Monocle Bream,6.5295319025,99.1768441297,
2022.0,2022-02-10,Scolopsis bilineata,Bridled Monocle Bream,6.5307696643,99.1764200292,
2022.0,2022-02-10,Pomacentrus azuremaculatus,Bluespotted Damselfish,6.532604524,99.1759466523,
2022.0,2022-02-10,Heniochus singularius,Singular Bannerfish,7.2158676842,99.0682279944,
2022.0,2022-02-10,Chaetodon melannotus,Blackback Butterflyfish,7.2166472063,99.0683117278,
2022.0,2022-02-10,Amphiprion ephippium,Red Saddleback Anemonefish,6.5324693038,99.1771942295,
2022.0,2022-02-10,Amblyglyphidodon leucogaster,Whitebelly Damsel,7.2179589494,99.0678929998,
2022.0,2022-02-10,Plectorhinchus vittatus,Oriental Sweetlips,7.2165657768,99.0682473737,
2022.0,2022-02-10,Helcogramma striata,Striped Triplefin,6.5331885297,99.1763430328,
2022.0,2022-02-10,Stethojulis trilineata,Three-ribbon Wrasse,6.5314968679,99.1785321054,
2022.0,2022-02-10,Scarus quoyi,Greenblotch Parrotfish,6.5303668632,99.1756915264,
2022.0,2022-02-10,Pempheris vanicolensis,Vanikoro Sweeper,6.5656893653,99.2625109901,
2022.0,2022-02-10,Pomacentridae,Damselfishes,6.5349737008,99.1762338034,
2022.0,2022-02-10,Chaetodon rafflesii,Lattice Butterflyfish,6.5325622521,99.1775843233,
2022.0,2022-02-10,Chaetodon collare,Red-tailed Butterflyfish,6.5306511262,99.1760774242,
2022.0,2022-02-10,Pomacentrus andamanensis,Eyespot Damselfish,6.5633802684,99.2625252822,
2022.0,2022-02-10,Anyperodon leucogrammicus,Slender Grouper,6.5621923841,99.2617607352,
2022.0,2022-02-10,Aulostomus chinensis,Pacific Trumpetfish,7.2247543736,99.0835120619,
2022.0,2022-02-10,Pomacentrus pavo,Peacock Damsel,6.5318475705,99.1768897132,
2022.0,2022-02-10,Chaetodon lunula,Raccoon Butterflyfish,7.2229136319,99.0841034177,
2022.0,2022-02-10,Scolopsis lineata,Lined Monocle Bream,6.5615658814,99.2616915335,
2022.0,2022-02-09,Cheilinus fasciatus,Redbreast Maori Wrasse,7.2199459767,99.0764872294,
2022.0,2022-02-09,Bodianus mesothorax,Blackbelt Hogfish,7.2181919307,99.0705665628,
2022.0,2022-02-09,Acanthurus maculiceps,Spotted-face Surgeonfish,7.219361444,99.072719931,
2022.0,2022-02-09,Scarus rubroviolaceus,Redlip Parrotfish,7.2182054429,99.0708182883,
2022.0,2022-02-09,Chlorurus capistratoides,Pink-margined Parrotfish,7.218414033,99.0703078721,
2022.0,2022-02-09,Scolopsis monogramma,Rainbow Monocle Bream,7.2182140078,99.0699546304,
2022.0,2022-02-09,Balistoides viridescens,Titan Triggerfish,7.2180727168,99.0704139974,
2022.0,2022-02-09,Scarus prasiognathos,Greencheek Parrotfish,7.217744429,99.0681137119,
2022.0,2022-02-09,Pomacentrus chrysurus,Whitetail Damsel,7.2181454514,99.0684093287,
2022.0,2022-02-09,Toxotes jaculatrix,Banded Archerfish,12.0563486047,102.2924137115,
2022.0,2022-02-09,Chaetodon andamanensis,Andaman Butterflyfish,7.2129387393,99.073358562,
2022.0,2022-02-09,Anyperodon leucogrammicus,Slender Grouper,7.2165167416,99.0703775382,
2022.0,2022-02-09,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,13.2056746712,100.071333993,
2022.0,2022-02-08,Actinopterygii,Ray-finned Fishes,13.776817,100.318952,
2022.0,2022-02-08,Siganus vermiculatus,Maze Rabbitfish,10.3185543,99.3010935,
2022.0,2022-02-08,Clarias gariepinus,Sharptooth Catfish,17.0195115819,99.7044388958,
2022.0,2022-02-07,Betta pugnax,Penang Betta,7.0354100722,100.5252365869,
2022.0,2022-02-06,Oreochromis niloticus,Nile Tilapia,13.0738473156,100.0424954206,
2022.0,2022-02-06,Oryzias minutillus,Dwarf Medaka,13.0738473156,100.0424954206,
2022.0,2022-02-06,Rasbora rubrodorsalis,Cherryspot Rasbora,13.073293,100.042573,
2022.0,2022-02-06,Hippocampus spinosissimus,Queensland Seahorse,12.4757870895,101.697135187,
2022.0,2022-02-06,Periophthalmodon schlosseri,Giant Mudskipper,13.5168366667,100.65473,
2022.0,2022-02-06,Channa striata,Striped Snakehead,6.38534482,100.6344440952,
2022.0,2022-02-05,Gambusia affinis,Western Mosquitofish,13.0738473156,100.0424954206,
2022.0,2022-02-05,Esomus metallicus,Striped Flying Barb,13.0738473156,100.0424954206,
2022.0,2022-02-05,Gobiopterus chuno,,13.0738473156,100.0424954206,
2022.0,2022-02-05,Oryzias minutillus,Dwarf Medaka,13.0738473156,100.0424954206,
2022.0,2022-02-05,Gobiopterus chuno,,13.0738473156,100.0424954206,
2022.0,2022-02-05,Trichopsis vittata,Croaking Gourami,13.0738473156,100.0424954206,
2022.0,2022-02-05,Dermogenys siamensis,Siamese Wrestling Halfbeak,13.0738473156,100.0424954206,
2022.0,2022-02-05,Trichopodus trichopterus,Three Spot Gourami,13.0738473156,100.0424954206,
2022.0,2022-02-05,Hemigobius hoevenii,Banded Mulletgoby,13.0509959805,100.0879135944,
2022.0,2022-02-05,Pseudogobius poicilosoma,Northern Fatnose Goby,13.0509959805,100.0879135944,
2022.0,2022-02-05,Hypsibarbus salweenensis,,19.8021183767,98.1041486882,
2022.0,2022-02-05,Hampala dispar,Spotted Hampala Barb,14.8629118036,100.8578466251,
2022.0,2022-02-05,Osphronemus goramy,Giant Gourami,13.7895456141,100.32394179,
2022.0,2022-02-04,Opsanus,,12.837199,99.999482,
2022.0,2022-02-04,Pseudeutropius indigens,,5.8414285247,101.8380136429,
2022.0,2022-02-04,Cyprinus rubrofuscus,Amur Carp,8.0069666667,98.8399716667,
2022.0,2022-02-04,Actinopterygii,Ray-finned Fishes,12.7741778782,100.9393176386,
2022.0,2022-02-04,Oryzias minutillus,Dwarf Medaka,14.0927021115,101.2713180744,
2022.0,2022-02-04,Rasbora rubrodorsalis,Cherryspot Rasbora,14.0927021115,101.2713180744,
2022.0,2022-02-03,Ambassidae,Asian Glassfishes,13.4664166667,103.8948466667,
2022.0,2022-02-02,Oxyeleotris marmorata,Marbled Goby,19.3679358291,98.9766561985,
2022.0,2022-02-02,Pristolepis fasciata,Malayan Leaffish,19.3679358291,98.9766561985,
2022.0,2022-02-02,Hemibagrus spilopterus,,19.3679358291,98.9766561985,
2022.0,2022-02-02,Cyclocheilichthys,,19.3679358291,98.9766561985,
2022.0,2022-02-02,Pterygoplichthys,Sailfin Catfishes,19.3679358291,98.9766561985,
2022.0,2022-02-02,Oxyeleotris marmorata,Marbled Goby,19.3679358291,98.9766561985,
2022.0,2022-02-02,Toxotes chatareus,Spotted Archerfish,13.6968563199,100.56604575,
2022.0,2022-02-02,Carangidae,Jacks,8.005143977,98.838324049,
2022.0,2022-02-02,Gymnothorax fimbriatus,Fimbriated Moray,7.6329095891,98.8272406648,
2022.0,2022-02-01,Pterois miles,Indian Lionfish,7.331305,99.26835,
2022.0,2022-02-01,Balistoides viridescens,Titan Triggerfish,7.3179800481,99.2561819486,
2022.0,2022-02-01,Amphiprion ocellaris,Ocellaris Anemonefish,7.3176702936,99.2563285404,
2022.0,2022-02-01,Abudefduf bengalensis,Bengal Sergeant,7.3180266576,99.2561084579,
2022.0,2022-02-01,Plectorhinchus chaetodonoides,Harlequin Sweetlips,7.3184702733,99.2559691085,
2022.0,2022-02-01,Chaetodon collare,Red-tailed Butterflyfish,7.3202535191,99.2550146002,
2022.0,2022-02-01,Diodon hystrix,Spotted Porcupinefish,7.3194198479,99.2555757269,
2022.0,2022-02-01,Cheilinus fasciatus,Redbreast Maori Wrasse,7.3207890053,99.2549944122,
2022.0,2022-02-01,Anyperodon leucogrammicus,Slender Grouper,7.3212594478,99.255290817,
2022.0,2022-02-01,Zenarchopterus gilli,Shortnose River Garfish,7.8101536052,98.9811982209,
2022.0,2022-02-01,Ambassis,,7.8101536052,98.9811982209,
2022.0,2022-02-01,Doboatherina duodecimalis,,7.8101536052,98.9811982209,
2022.0,2022-02-01,Clupeiformes,Herrings,7.8101536052,98.9811982209,
2022.0,2022-02-01,Pandaka rouxi,Roux's Dwarfgoby,7.9965496655,98.9503930344,
2022.0,2022-02-01,Gobiopterus chuno,,7.9965496655,98.9503930344,
2022.0,2022-02-01,Oryzias javanicus,Javanese Ricefish,7.9965496655,98.9503930344,
2022.0,2022-02-01,Boleophthalmus,Blue-spotted Mudskippers,7.9965496655,98.9503930344,
2022.0,2022-02-01,Aplocheilus armatus,Whitespot,7.9965496655,98.9503930344,
2022.0,2022-02-01,Stigmatogobius sadanundio,Grey Knight Goby,7.9965496655,98.9503930344,
2022.0,2022-01-31,Aeoliscus strigatus,Jointed Razorfish,7.2327221235,99.2945686501,
2022.0,2022-01-31,Amphiprion clarkii,Clark's Anemonefish,7.3190333083,99.255822409,
2022.0,2022-01-31,Eviota sebreei,Striped Eviota,7.3079333333,99.2599716667,
2022.0,2022-01-30,Cheilinus fasciatus,Redbreast Maori Wrasse,7.3046083001,99.2592976685,
2022.0,2022-01-30,Toxotes chatareus,Spotted Archerfish,14.1157531894,100.5431299657,
2022.0,2022-01-30,Epibulus insidiator,Slingjaw Wrasse,7.3068324499,99.2602484097,
2022.0,2022-01-30,Amphiprion akallopisos,Skunk Anemonefish,7.305713957,99.2591500157,
2022.0,2022-01-30,Chaetodon triangulum,Triangular Butterflyfish,7.3054468114,99.2585890982,
2022.0,2022-01-30,Scolopsis lineata,Lined Monocle Bream,7.3079615882,99.2582736136,
2022.0,2022-01-30,Pomacentridae,Damselfishes,7.3045315264,99.2576716801,
2022.0,2022-01-30,Halichoeres,,7.3042211627,99.2581579461,
2022.0,2022-01-30,Chaetodon andamanensis,Andaman Butterflyfish,7.3094189584,99.2613901359,
2022.0,2022-01-30,Ecsenius bicolor,Bicolor Blenny,7.3045713924,99.2576488108,
2022.0,2022-01-30,Siganus virgatus,Doublebar Rabbitfish,7.3065069209,99.2588144278,
2022.0,2022-01-30,Gymnothorax javanicus,Giant Moray,7.3069224448,99.2604257549,
2022.0,2022-01-30,Ostracion cubicum,Yellow Boxfish,7.3047998534,99.2582599706,
2022.0,2022-01-30,Bodianus neilli,Bay of Bengal hogfish,7.3041365935,99.2579931775,
2022.0,2022-01-30,Scolopsis margaritifera,Pearly Monocle Bream,7.3086503063,99.2610785253,
2022.0,2022-01-30,Labroides dimidiatus,Bluestreak Cleaner Wrasse,7.3067122874,99.2593616287,
2022.0,2022-01-30,Scarus niger,Swarthy Parrotfish,7.3036485849,99.259646399,
2022.0,2022-01-30,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,7.3081176032,99.2609172748,
2022.0,2022-01-30,Hampala macrolepidota,Hampala Barb,14.9956098997,102.0646985997,
2022.0,2022-01-30,Chelmon rostratus,Copperband Butterflyfish,7.3039602498,99.2585562957,
2022.0,2022-01-30,Oxyeleotris marmorata,Marbled Goby,14.995675175,102.0646632361,
2022.0,2022-01-30,Notopterus notopterus,Bronze Featherback,13.7820389722,100.3152939722,
2022.0,2022-01-30,Parambassis apogonoides,Iridescent Glassy Perchlet,15.6991261,100.2458343,
2022.0,2022-01-29,Pseudomystus siamensis,Bumblebee catfish,14.1571468964,101.7067648865,
2022.0,2022-01-29,Homalopteroides,,14.18087649,101.7207248402,
2022.0,2022-01-29,Caranx,Kingfishes,10.3331833333,103.853495,
2022.0,2022-01-29,Pteroinae,Lionfishes,10.3332533333,103.8534866667,
2022.0,2022-01-29,Hippocampus kuda,Common Seahorse,12.6291311156,101.7613437074,
2022.0,2022-01-29,Hemiramphus far,Black-barred Halfbeak,12.7073724846,100.815286845,
2022.0,2022-01-28,Sarotherodon melanotheron,Blackchin Tilapia,12.40778,99.9782716667,
2022.0,2022-01-28,Ariinae,,13.3717269854,100.9763164459,
2022.0,2022-01-27,Sarotherodon melanotheron,Blackchin Tilapia,12.2447265101,99.93054184,
2022.0,2022-01-26,Siganus javus,Java Rabbitfish,12.20692392,100.00964262,
2022.0,2022-01-26,Poecilia latipinna,Sailfin Molly,12.15243568,99.98232088,
2022.0,2022-01-25,Diodon nicthemerus,Globefish,5.5596180962,100.4537544027,
2022.0,2022-01-25,Osphronemus goramy,Giant Gourami,12.096032504,99.6699994779,
2022.0,2022-01-25,Periophthalmodon schlosseri,Giant Mudskipper,13.484896265,100.9418929741,
2022.0,2022-01-24,Channa limbata,,12.537474198,99.4585077603,
2022.0,2022-01-24,Neolissochilus soroides,Golden Mahseer Barb,12.5787947656,99.5666239193,
2022.0,2022-01-24,Neolissochilus soroides,Golden Mahseer Barb,12.4088292154,99.4962648159,
2022.0,2022-01-23,Oreoglanis suraswadii,,20.3642743339,99.9567805849,
2022.0,2022-01-23,Oreoglanis suraswadii,,20.2353169391,99.8410896957,
2022.0,2022-01-23,Schistura,,20.3081626892,99.8147583006,
2022.0,2022-01-23,Oxyeleotris marmorata,Marbled Goby,5.7954379503,100.3726581484,
2022.0,2022-01-22,Abudefduf sexfasciatus,Scissortail Sergeant,12.5718590908,100.9518178169,
2022.0,2022-01-22,Abudefduf vaigiensis,Indo-Pacific Sergeant Major,12.5718590908,100.9518178169,
2022.0,2022-01-22,Actinopterygii,Ray-finned Fishes,12.5718590908,100.9518178169,
2022.0,2022-01-22,Tylosurus crocodilus,Houndfish,12.5718590908,100.9518178169,
2022.0,2022-01-21,Belonidae,Needlefishes,6.6216533357,99.68085386,
2022.0,2022-01-21,Zenarchopteridae,Viviparous Halfbeaks,6.6560146028,99.658298613,
2022.0,2022-01-21,Striuntius lateristriga,Spanner Barb,6.6560146028,99.658298613,
2022.0,2022-01-20,Clarias,,13.6920342561,100.6629669502,
2022.0,2022-01-20,Neolissochilus,Lesser Mahseers,7.4454074074,99.9171296296,
2022.0,2022-01-20,Trichiurus lepturus,Largehead Hairtail,6.4852616801,99.3109201552,
2022.0,2022-01-19,Raiamas guttatus,Burmese Trout,8.8123733524,99.4094021246,
2022.0,2022-01-19,Corythoichthys,,6.4859199911,99.3011179831,
2022.0,2022-01-19,Chaetodon trifasciatus,Indian Redfin Butterflyfish,6.4859199911,99.3011179831,
2022.0,2022-01-19,Myripristis hexagona,Double-tooth Soldierfish,6.4859199911,99.3011179831,
2022.0,2022-01-19,Caesio teres,Blue-and-yellow Fusilier,6.4859199911,99.3011179831,
2022.0,2022-01-19,Halichoeres chrysotaenia,Indian Pinstriped Wrasse,6.4859199911,99.3011179831,
2022.0,2022-01-19,Salarias guttatus,Breastspot Blenny,6.4859199911,99.3011179831,
2022.0,2022-01-19,Halichoeres scapularis,Zigzag Wrasse,6.4859199911,99.3011179831,
2022.0,2022-01-19,Lethrinidae,Emperor Breams,6.4859199911,99.3011179831,
2022.0,2022-01-19,Fistularia commersonii,Blue-spotted Cornetfish,6.4859199911,99.3011179831,
2022.0,2022-01-19,Hemiglyphidodon plagiometopon,Lagoon Damsel,6.4859199911,99.3011179831,
2022.0,2022-01-19,Caesio xanthonota,Yellowback Fusilier,6.4859199911,99.3011179831,
2022.0,2022-01-19,Pterocaesio,,6.4859199911,99.3011179831,
2022.0,2022-01-19,Carangidae,Jacks,6.4859199911,99.3011179831,
2022.0,2022-01-19,Caesio teres,Blue-and-yellow Fusilier,6.4859199911,99.3011179831,
2022.0,2022-01-19,Carangidae,Jacks,6.4859199911,99.3011179831,
2022.0,2022-01-19,Gerreidae,Mojarras,6.4859199911,99.3011179831,
2022.0,2022-01-19,Arothron nigropunctatus,Blackspotted Puffer,6.4859199911,99.3011179831,
2022.0,2022-01-19,Neopomacentrus cyanomos,Regal Demoiselle,6.4859199911,99.3011179831,
2022.0,2022-01-19,Scorpaeninae,Typical Scorpionfishes,6.4859199911,99.3011179831,
2022.0,2022-01-19,Gymnothorax javanicus,Giant Moray,6.4859199911,99.3011179831,
2022.0,2022-01-19,Koumansetta hectori,Yellowstripe Goby,6.4859443054,99.3017971516,
2022.0,2022-01-19,Diploprion bifasciatus,Barred Soapfish,6.4859199911,99.3011179831,
2022.0,2022-01-19,Diploprion bifasciatus,Barred Soapfish,6.4859443054,99.3017971516,
2022.0,2022-01-19,Pempheris,,6.4859443054,99.3017971516,
2022.0,2022-01-19,Amphiprion clarkii,Clark's Anemonefish,6.4859443054,99.3017971516,
2022.0,2022-01-19,Bodianus neilli,Bay of Bengal hogfish,6.4859443054,99.3017971516,
2022.0,2022-01-19,Thalassoma lunare,Moon Wrasse,6.4859443054,99.3017971516,
2022.0,2022-01-19,Heniochus acuminatus,Longfin Bannerfish,6.4857737427,99.3343269825,
2022.0,2022-01-19,Labridae,Wrasses and Parrotfishes,6.4857737427,99.3343269825,
2022.0,2022-01-19,Zanclus cornutus,Moorish Idol,6.4857737427,99.3343269825,
2022.0,2022-01-19,Cephalopholis miniata,Coral Grouper,6.4857737427,99.3343269825,
2022.0,2022-01-19,Scorpaeninae,Typical Scorpionfishes,6.4857737427,99.3343269825,
2022.0,2022-01-19,Gerreidae,Mojarras,6.4857737427,99.3343269825,
2022.0,2022-01-19,Cheilodipterus macrodon,Tiger Cardinalfish,6.4857737427,99.3343269825,
2022.0,2022-01-19,Amphiprion clarkii,Clark's Anemonefish,6.4857737427,99.3343269825,
2022.0,2022-01-19,Sphyraena qenie,Blackfin Barracuda,6.4855180712,99.3343394995,
2022.0,2022-01-19,Sphyraenidae,Barracudas,6.4857737427,99.3343269825,
2022.0,2022-01-19,Siganus,Rabbitfishes,6.4857737427,99.3343269825,
2022.0,2022-01-19,Ostracion meleagris,Spotted Boxfish,6.4857737427,99.3343269825,
2022.0,2022-01-19,Aulostomus chinensis,Pacific Trumpetfish,6.4858148744,99.334305525,
2022.0,2022-01-19,Lutjanus quinquelineatus,Fiveline Snapper,6.4857737427,99.3343269825,
2022.0,2022-01-19,Balistoides viridescens,Titan Triggerfish,6.4857737427,99.3343269825,
2022.0,2022-01-19,Lutjanus,Common Snappers,6.4857737427,99.3343269825,
2022.0,2022-01-19,Lutjanus carponotatus,Spanish Flag Snapper,6.4854769877,99.3340943392,
2022.0,2022-01-19,Lutjanus,Common Snappers,6.4854769877,99.3340943392,
2022.0,2022-01-19,Amphiprion ephippium,Red Saddleback Anemonefish,6.4854769877,99.3340943392,
2022.0,2022-01-19,Dascyllus trimaculatus,Three-spot Dascyllus,6.4854769877,99.3340943392,
2022.0,2022-01-19,Dascyllus carneus,Indian Dascyllus,6.4854769877,99.3340943392,
2022.0,2022-01-19,Synodus,,6.4854769877,99.3340943392,
2022.0,2022-01-19,Pomacentrus moluccensis,Lemon Damsel,6.4854769877,99.3340943392,
2022.0,2022-01-19,Pterois miles,Indian Lionfish,6.4854769877,99.3340943392,
2022.0,2022-01-19,Neopomacentrus cyanomos,Regal Demoiselle,6.4859974913,99.3341714847,
2022.0,2022-01-19,Istigobius decoratus,Decorated Sandgoby,6.4854769877,99.3340943392,
2022.0,2022-01-19,Oxycheilinus digramma,Linedcheek Wrasse,6.4877352055,99.3357046556,
2022.0,2022-01-19,Lutjanus,Common Snappers,6.4877352055,99.3357046556,
2022.0,2022-01-19,Gerreidae,Mojarras,6.4877352055,99.3357046556,
